Added PV: IOC_MTCA:m0s002-BI02-TimeRiseTS
IOC_MTCA:m0s002-BI02-TimeRiseTS 2022-06-07 16:49:10.999000 -4687.77599580845
IOC_MTCA:m0s002-BI02-TimeRiseTS 2022-06-07 16:49:12.999000 -4868.369395487767
IOC_MTCA:m0s002-BI02-TimeRiseTS 2022-06-07 16:49:17.999000 -4930.962795167055
IOC_MTCA:m0s002-BI02-TimeRiseTS 2022-06-07 16:49:22.999000 -4992.556194846344
IOC_MTCA:m0s002-BI02-TimeRiseTS 2022-06-07 16:49:23.999000 -4816.149594525661
IOC_MTCA:m0s002-BI02-TimeRiseTS 2022-06-07 16:49:27.999000 -4877.742994204949
IOC_MTCA:m0s002-BI02-TimeRiseTS 2022-06-07 16:49:28.999000 -4701.336393884267
IOC_MTCA:m0s002-BI02-TimeRiseTS 2022-06-07 16:49:31.999000 -4762.929793563555
IOC_MTCA:m0s002-BI02-TimeRiseTS 2022-06-07 16:49:37.999000 -4824.523193242843
IOC_MTCA:m0s002-BI02-TimeRiseTS 2022-06-07 16:49:42.999000 -4886.116592922161
IOC_MTCA:m0s002-BI02-TimeRiseTS 2022-06-07 16:49:53.999000 -4947.709992601478
IOC_MTCA:m0s002-BI02-TimeRiseTS 2022-06-07 16:49:58.999000 -5010.303392280766
IOC_MTCA:m0s002-BI02-TimeRiseTS 2022-06-07 16:50:03.999000 -5071.8967919600545
IOC_MTCA:m0s002-BI02-TimeRiseTS 2022-06-07 16:50:04.999000 -4895.490191639372
IOC_MTCA:m0s002-BI02-TimeRiseTS 2022-06-07 16:50:06.999000 -4957.083591318689
IOC_MTCA:m0s002-BI02-TimeRiseTS 2022-06-07 16:50:11.999000 -5018.676990997978
IOC_MTCA:m0s002-BI02-TimeRiseTS 2022-06-07 16:50:18.999000 -5080.270390677266
IOC_MTCA:m0s002-BI02-TimeRiseTS 2022-06-07 16:50:19.999000 -4903.863790356583
IOC_MTCA:m0s002-BI02-TimeRiseTS 2022-06-07 16:50:22.999000 -4965.457190035901
IOC_MTCA:m0s002-BI02-TimeRiseTS 2022-06-07 16:50:26.999000 -5028.050589715189
IOC_MTCA:m0s002-BI02-TimeRiseTS 2022-06-07 16:50:28.999000 -4850.643989394477
IOC_MTCA:m0s002-BI02-TimeRiseTS 2022-06-07 16:50:30.999000 -4913.2373890737945
IOC_MTCA:m0s002-BI02-TimeRiseTS 2022-06-07 16:50:38.999000 -4974.830788753112
IOC_MTCA:m0s002-BI02-TimeRiseTS 2022-06-07 16:50:47.999000 -5036.4241884324
IOC_MTCA:m0s002-BI02-TimeRiseTS 2022-06-07 16:50:55.999000 -5217.017588111688
IOC_MTCA:m0s002-BI02-TimeRiseTS 2022-06-07 16:50:56.999000 -4921.610987791006
IOC_MTCA:m0s002-BI02-TimeRiseTS 2022-06-07 16:50:57.999000 -5102.204387470323
IOC_MTCA:m0s002-BI02-TimeRiseTS 2022-06-07 16:51:03.999000 -5164.797787149611
IOC_MTCA:m0s002-BI02-TimeRiseTS 2022-06-07 16:51:14.999000 -5226.3911868289
IOC_MTCA:m0s002-BI02-TimeRiseTS 2022-06-07 16:51:20.999000 -5287.984586508217
IOC_MTCA:m0s002-BI02-TimeRiseTS 2022-06-07 16:51:21.999000 -5111.577986187534
IOC_MTCA:m0s002-BI02-TimeRiseTS 2022-06-07 16:51:22.999000 -5173.171385866823
IOC_MTCA:m0s002-BI02-TimeRiseTS 2022-06-07 16:51:23.999000 -4996.764785546111
IOC_MTCA:m0s002-BI02-TimeRiseTS 2022-06-07 16:51:24.999000 -5058.358185225428
IOC_MTCA:m0s002-BI02-TimeRiseTS 2022-06-07 16:51:34.999000 -5119.951584904746
IOC_MTCA:m0s002-BI02-TimeRiseTS 2022-06-07 16:51:42.999000 -5181.544984584034
IOC_MTCA:m0s002-BI02-TimeRiseTS 2022-06-07 16:51:43.999000 -5005.138384263322
IOC_MTCA:m0s002-BI02-TimeRiseTS 2022-06-07 16:51:44.999000 -5066.7317839426105
IOC_MTCA:m0s002-BI02-TimeRiseTS 2022-06-07 16:51:51.999000 -5129.325183621928
IOC_MTCA:m0s002-BI02-TimeRiseTS 2022-06-07 16:52:00.999000 -5190.918583301245
IOC_MTCA:m0s002-BI02-TimeRiseTS 2022-06-07 16:52:02.999000 -5014.5119829805335
IOC_MTCA:m0s002-BI02-TimeRiseTS 2022-06-07 16:52:04.999000 -5076.105382659822
IOC_MTCA:m0s002-BI02-TimeRiseTS 2022-06-07 16:52:09.999000 -5137.698782339139
IOC_MTCA:m0s002-BI02-TimeRiseTS 2022-06-07 16:52:13.999000 -4961.2921820184565
IOC_MTCA:m0s002-BI02-TimeRiseTS 2022-06-07 16:52:14.999000 -5022.885581697745
IOC_MTCA:m0s002-BI02-TimeRiseTS 2022-06-07 16:52:24.999000 -5084.478981377033
IOC_MTCA:m0s002-BI02-TimeRiseTS 2022-06-07 16:52:26.999000 -5146.07238105635
IOC_MTCA:m0s002-BI02-TimeRiseTS 2022-06-07 16:52:27.999000 -5208.665780735668
IOC_MTCA:m0s002-BI02-TimeRiseTS 2022-06-07 16:52:28.999000 -4912.259180414956
IOC_MTCA:m0s002-BI02-TimeRiseTS 2022-06-07 16:52:30.999000 -4973.852580094244
IOC_MTCA:m0s002-BI02-TimeRiseTS 2022-06-07 16:52:31.999000 -4797.445979773562
IOC_MTCA:m0s002-BI02-TimeRiseTS 2022-06-07 16:52:32.999000 -4859.039379452879
IOC_MTCA:m0s002-BI02-TimeRiseTS 2022-06-07 16:52:35.999000 -4682.632779132167
IOC_MTCA:m0s002-BI02-TimeRiseTS 2022-06-07 16:52:36.999000 -4744.226178811456
IOC_MTCA:m0s002-BI02-TimeRiseTS 2022-06-07 16:52:41.999000 -4806.819578490773
IOC_MTCA:m0s002-BI02-TimeRiseTS 2022-06-07 16:52:52.999000 -4868.41297817009
IOC_MTCA:m0s002-BI02-TimeRiseTS 2022-06-07 16:52:54.999000 -4692.006377849379
IOC_MTCA:m0s002-BI02-TimeRiseTS 2022-06-07 16:52:55.999000 -4753.599777528667
IOC_MTCA:m0s002-BI02-TimeRiseTS 2022-06-07 16:52:57.999000 -4815.193177207984
IOC_MTCA:m0s002-BI02-TimeRiseTS 2022-06-07 16:52:58.999000 -4638.786576887302
IOC_MTCA:m0s002-BI02-TimeRiseTS 2022-06-07 16:53:00.999000 -4700.37997656659
IOC_MTCA:m0s002-BI02-TimeRiseTS 2022-06-07 16:53:13.999000 -4880.973376245878
IOC_MTCA:m0s002-BI02-TimeRiseTS 2022-06-07 16:53:14.999000 -4585.5667759251955
IOC_MTCA:m0s002-BI02-TimeRiseTS 2022-06-07 16:53:16.999000 -4766.160175604513
IOC_MTCA:m0s002-BI02-TimeRiseTS 2022-06-07 16:53:19.999000 -4828.753575283801
IOC_MTCA:m0s002-BI02-TimeRiseTS 2022-06-07 16:53:20.999000 -4651.346974963089
IOC_MTCA:m0s002-BI02-TimeRiseTS 2022-06-07 16:53:27.999000 -4832.940374642407
IOC_MTCA:m0s002-BI02-TimeRiseTS 2022-06-07 16:53:28.999000 -4656.533774321724
IOC_MTCA:m0s002-BI02-TimeRiseTS 2022-06-07 16:53:35.999000 -4718.1271740010125
IOC_MTCA:m0s002-BI02-TimeRiseTS 2022-06-07 16:53:37.999000 -4541.720573680301
IOC_MTCA:m0s002-BI02-TimeRiseTS 2022-06-07 16:53:39.999000 -4603.313973359589
IOC_MTCA:m0s002-BI02-TimeRiseTS 2022-06-07 16:53:50.999000 -4664.907373038906
IOC_MTCA:m0s002-BI02-TimeRiseTS 2022-06-07 16:53:51.999000 -4488.500772718224
IOC_MTCA:m0s002-BI02-TimeRiseTS 2022-06-07 16:53:52.999000 -4550.094172397512
IOC_MTCA:m0s002-BI02-TimeRiseTS 2022-06-07 16:54:01.999000 -4611.6875720768
IOC_MTCA:m0s002-BI02-TimeRiseTS 2022-06-07 16:54:02.999000 -4435.280971756118
IOC_MTCA:m0s002-BI02-TimeRiseTS 2022-06-07 16:54:05.999000 -4496.874371435435
IOC_MTCA:m0s002-BI02-TimeRiseTS 2022-06-07 16:54:17.999000 -4559.467771114723
IOC_MTCA:m0s002-BI02-TimeRiseTS 2022-06-07 16:54:25.999000 -4621.061170794012
IOC_MTCA:m0s002-BI02-TimeRiseTS 2022-06-07 16:54:27.999000 -4682.654570473329
IOC_MTCA:m0s002-BI02-TimeRiseTS 2022-06-07 16:54:28.999000 -4506.247970152646
IOC_MTCA:m0s002-BI02-TimeRiseTS 2022-06-07 16:54:29.999000 -4329.841369831935
IOC_MTCA:m0s002-BI02-TimeRiseTS 2022-06-07 16:54:30.999000 -4391.434769511223
IOC_MTCA:m0s002-BI02-TimeRiseTS 2022-06-07 16:54:31.999000 -4215.02816919054
IOC_MTCA:m0s002-BI02-TimeRiseTS 2022-06-07 16:54:32.999000 -4276.621568869858
IOC_MTCA:m0s002-BI02-TimeRiseTS 2022-06-07 16:54:36.999000 -4100.214968549146
IOC_MTCA:m0s002-BI02-TimeRiseTS 2022-06-07 16:54:37.999000 -4161.808368228434
IOC_MTCA:m0s002-BI02-TimeRiseTS 2022-06-07 16:54:45.999000 -4223.4017679077515
IOC_MTCA:m0s002-BI02-TimeRiseTS 2022-06-07 16:54:47.999000 -4046.995167587069
IOC_MTCA:m0s002-BI02-TimeRiseTS 2022-06-07 16:54:48.999000 -4108.588567266357
IOC_MTCA:m0s002-BI02-TimeRiseTS 2022-06-07 16:55:01.999000 -4170.181966945645
IOC_MTCA:m0s002-BI02-TimeRiseTS 2022-06-07 16:55:02.999000 -3993.7753666249628
IOC_MTCA:m0s002-BI02-TimeRiseTS 2022-06-07 16:55:03.999000 -4055.36876630428
IOC_MTCA:m0s002-BI02-TimeRiseTS 2022-06-07 16:55:17.999000 -4116.962165983568
IOC_MTCA:m0s002-BI02-TimeRiseTS 2022-06-07 16:55:19.999000 -3940.5555656628567
IOC_MTCA:m0s002-BI02-TimeRiseTS 2022-06-07 16:55:20.999000 -4002.148965342174
IOC_MTCA:m0s002-BI02-TimeRiseTS 2022-06-07 16:55:27.999000 -4064.7423650214914
IOC_MTCA:m0s002-BI02-TimeRiseTS 2022-06-07 16:55:28.999000 -3887.3357647007797
IOC_MTCA:m0s002-BI02-TimeRiseTS 2022-06-07 16:55:33.999000 -3949.929164380068
IOC_MTCA:m0s002-BI02-TimeRiseTS 2022-06-07 16:55:49.999000 -4011.5225640593853
IOC_MTCA:m0s002-BI02-TimeRiseTS 2022-06-07 16:56:07.999000 -4073.1159637386736
IOC_MTCA:m0s002-BI02-TimeRiseTS 2022-06-07 16:56:09.999000 -3896.709363417991
IOC_MTCA:m0s002-BI02-TimeRiseTS 2022-06-07 16:56:10.999000 -3958.3027630972792
IOC_MTCA:m0s002-BI02-TimeRiseTS 2022-06-07 16:56:25.999000 -4138.8961627765675
IOC_MTCA:m0s002-BI02-TimeRiseTS 2022-06-07 16:56:42.999000 -4201.489562455885
IOC_MTCA:m0s002-BI02-TimeRiseTS 2022-06-07 16:56:55.999000 -4263.082962135202
IOC_MTCA:m0s002-BI02-TimeRiseTS 2022-06-07 16:56:56.999000 -4086.6763618144905
IOC_MTCA:m0s002-BI02-TimeRiseTS 2022-06-07 16:56:59.999000 -4148.269761493779
IOC_MTCA:m0s002-BI02-TimeRiseTS 2022-06-07 16:57:20.999000 -4209.863161173096
IOC_MTCA:m0s002-BI02-TimeRiseTS 2022-06-07 16:57:21.999000 -4033.4565608524135
IOC_MTCA:m0s002-BI02-TimeRiseTS 2022-06-07 16:57:22.999000 -4095.049960531702
IOC_MTCA:m0s002-BI02-TimeRiseTS 2022-06-07 16:57:23.999000 -3918.64336021099
IOC_MTCA:m0s002-BI02-TimeRiseTS 2022-06-07 16:57:24.999000 -3980.2367598903074
IOC_MTCA:m0s002-BI02-TimeRiseTS 2022-06-07 16:57:28.999000 -3803.830159569625
IOC_MTCA:m0s002-BI02-TimeRiseTS 2022-06-07 16:57:29.999000 -3865.423559248913
IOC_MTCA:m0s002-BI02-TimeRiseTS 2022-06-07 16:57:43.999000 -3927.0169589282013
IOC_MTCA:m0s002-BI02-TimeRiseTS 2022-06-07 16:57:44.999000 -3750.6103586075187
IOC_MTCA:m0s002-BI02-TimeRiseTS 2022-06-07 16:57:45.999000 -3812.203758286836
IOC_MTCA:m0s002-BI02-TimeRiseTS 2022-06-07 16:57:46.999000 -3635.7971579661244
IOC_MTCA:m0s002-BI02-TimeRiseTS 2022-06-07 16:57:47.999000 -3697.3905576454126
IOC_MTCA:m0s002-BI02-TimeRiseTS 2022-06-07 16:57:48.999000 -3520.98395732473
IOC_MTCA:m0s002-BI02-TimeRiseTS 2022-06-07 16:57:49.999000 -3582.5773570040474
IOC_MTCA:m0s002-BI02-TimeRiseTS 2022-06-07 16:58:08.999000 -3644.1707566833356
IOC_MTCA:m0s002-BI02-TimeRiseTS 2022-06-07 16:58:10.999000 -3467.764156362624
IOC_MTCA:m0s002-BI02-TimeRiseTS 2022-06-07 16:58:11.999000 -3529.3575560419413
IOC_MTCA:m0s002-BI02-TimeRiseTS 2022-06-07 16:58:17.999000 -3352.9509557212587
IOC_MTCA:m0s002-BI02-TimeRiseTS 2022-06-07 16:58:18.999000 -3414.544355400547
IOC_MTCA:m0s002-BI02-TimeRiseTS 2022-06-07 16:58:20.999000 -3238.137755079835
IOC_MTCA:m0s002-BI02-TimeRiseTS 2022-06-07 16:58:21.999000 -3299.7311547591526
IOC_MTCA:m0s002-BI02-TimeRiseTS 2022-06-07 16:58:23.999000 -3123.32455443847
IOC_MTCA:m0s002-BI02-TimeRiseTS 2022-06-07 16:58:24.999000 -3184.917954117758
IOC_MTCA:m0s002-BI02-TimeRiseTS 2022-06-07 16:58:27.999000 -3247.5113537970465
IOC_MTCA:m0s002-BI02-TimeRiseTS 2022-06-07 16:58:28.999000 -3070.104753476364
IOC_MTCA:m0s002-BI02-TimeRiseTS 2022-06-07 16:58:37.999000 -3132.698153155652
IOC_MTCA:m0s002-BI02-TimeRiseTS 2022-06-07 16:58:39.999000 -2955.2915528349695
IOC_MTCA:m0s002-BI02-TimeRiseTS 2022-06-07 16:58:40.999000 -3017.8849525142577
IOC_MTCA:m0s002-BI02-TimeRiseTS 2022-06-07 16:58:41.999000 -2840.478352193546
IOC_MTCA:m0s002-BI02-TimeRiseTS 2022-06-07 16:58:42.999000 -2903.0717518728634
IOC_MTCA:m0s002-BI02-TimeRiseTS 2022-06-07 16:59:17.999000 -2964.6651515521808
IOC_MTCA:m0s002-BI02-TimeRiseTS 2022-06-07 16:59:27.999000 -3026.258551231469
IOC_MTCA:m0s002-BI02-TimeRiseTS 2022-06-07 16:59:28.999000 -2849.8519509107573
IOC_MTCA:m0s002-BI02-TimeRiseTS 2022-06-07 16:59:32.999000 -2673.4453505900747
IOC_MTCA:m0s002-BI02-TimeRiseTS 2022-06-07 16:59:33.999000 -2735.038750269392
IOC_MTCA:m0s002-BI02-TimeRiseTS 2022-06-07 16:59:50.999000 -2796.6321499486803
IOC_MTCA:m0s002-BI02-TimeRiseTS 2022-06-07 16:59:51.999000 -2620.2255496279686
IOC_MTCA:m0s002-BI02-TimeRiseTS 2022-06-07 16:59:54.999000 -2681.818949307286
IOC_MTCA:m0s002-BI02-TimeRiseTS 2022-06-07 16:59:59.999000 -2505.4123489866033
IOC_MTCA:m0s002-BI02-TimeRiseTS 2022-06-07 17:00:01.999000 -2567.0057486658916
IOC_MTCA:m0s002-BI02-TimeRiseTS 2022-06-07 17:00:06.999000 -2390.59914834518
IOC_MTCA:m0s002-BI02-TimeRiseTS 2022-06-07 17:00:07.999000 -2452.1925480244972
IOC_MTCA:m0s002-BI02-TimeRiseTS 2022-06-07 17:00:24.999000 -2513.7859477038146
IOC_MTCA:m0s002-BI02-TimeRiseTS 2022-06-07 17:00:25.999000 -2337.379347383103
IOC_MTCA:m0s002-BI02-TimeRiseTS 2022-06-07 17:00:27.999000 -2398.972747062391
IOC_MTCA:m0s002-BI02-TimeRiseTS 2022-06-07 17:01:01.999000 -2461.5661467417085
IOC_MTCA:m0s002-BI02-TimeRiseTS 2022-06-07 17:01:22.999000 -2523.159546421026
IOC_MTCA:m0s002-BI02-TimeRiseTS 2022-06-07 17:01:25.999000 -2346.752946100314
IOC_MTCA:m0s002-BI02-TimeRiseTS 2022-06-07 17:01:26.999000 -2408.3463457796024
IOC_MTCA:m0s002-BI02-TimeRiseTS 2022-06-07 17:01:30.999000 -2231.93974545892
IOC_MTCA:m0s002-BI02-TimeRiseTS 2022-06-07 17:01:31.999000 -2293.533145138237
IOC_MTCA:m0s002-BI02-TimeRiseTS 2022-06-07 17:01:42.999000 -2355.1265448175254
IOC_MTCA:m0s002-BI02-TimeRiseTS 2022-06-07 17:01:43.999000 -2178.7199444968137
IOC_MTCA:m0s002-BI02-TimeRiseTS 2022-06-07 17:01:47.999000 -2240.313344176131
IOC_MTCA:m0s002-BI02-TimeRiseTS 2022-06-07 17:01:48.999000 -2063.9067438554484
IOC_MTCA:m0s002-BI02-TimeRiseTS 2022-06-07 17:01:51.999000 -2125.5001435347367
IOC_MTCA:m0s002-BI02-TimeRiseTS 2022-06-07 17:01:52.999000 -1949.093543214025
IOC_MTCA:m0s002-BI02-TimeRiseTS 2022-06-07 17:01:54.999000 -2010.6869428933132
IOC_MTCA:m0s002-BI02-TimeRiseTS 2022-06-07 17:02:09.999000 -2072.2803425726306
IOC_MTCA:m0s002-BI02-TimeRiseTS 2022-06-07 17:02:13.999000 -1895.873742251948
IOC_MTCA:m0s002-BI02-TimeRiseTS 2022-06-07 17:02:15.999000 -1957.4671419312363
IOC_MTCA:m0s002-BI02-TimeRiseTS 2022-06-07 17:02:17.999000 -1781.0605416105245
IOC_MTCA:m0s002-BI02-TimeRiseTS 2022-06-07 17:02:18.999000 -1842.653941289842
IOC_MTCA:m0s002-BI02-TimeRiseTS 2022-06-07 17:02:25.999000 -2024.2473409691593
IOC_MTCA:m0s002-BI02-TimeRiseTS 2022-06-07 17:02:26.999000 -1727.8407406484475
IOC_MTCA:m0s002-BI02-TimeRiseTS 2022-06-07 17:02:27.999000 -1909.4341403277358
IOC_MTCA:m0s002-BI02-TimeRiseTS 2022-06-07 17:02:37.999000 -1971.0275400070532
IOC_MTCA:m0s002-BI02-TimeRiseTS 2022-06-07 17:02:38.999000 -1794.6209396863705
IOC_MTCA:m0s002-BI02-TimeRiseTS 2022-06-07 17:02:40.999000 -1856.2143393656588
IOC_MTCA:m0s002-BI02-TimeRiseTS 2022-06-07 17:02:54.999000 -1917.807739044947
IOC_MTCA:m0s002-BI02-TimeRiseTS 2022-06-07 17:03:14.999000 -1979.4011387242645
IOC_MTCA:m0s002-BI02-TimeRiseTS 2022-06-07 17:03:27.999000 -2040.9945384035818
IOC_MTCA:m0s002-BI02-TimeRiseTS 2022-06-07 17:03:37.999000 -2103.58793808287
IOC_MTCA:m0s002-BI02-TimeRiseTS 2022-06-07 17:03:40.999000 -1926.1813377621584
IOC_MTCA:m0s002-BI02-TimeRiseTS 2022-06-07 17:03:41.999000 -1988.7747374414757
IOC_MTCA:m0s002-BI02-TimeRiseTS 2022-06-07 17:03:51.999000 -2050.368137120793
IOC_MTCA:m0s002-BI02-TimeRiseTS 2022-06-07 17:04:02.999000 -2111.9615368000814
IOC_MTCA:m0s002-BI02-TimeRiseTS 2022-06-07 17:04:09.999000 -2173.5549364793696
IOC_MTCA:m0s002-BI02-TimeRiseTS 2022-06-07 17:04:10.999000 -1997.148336158687
IOC_MTCA:m0s002-BI02-TimeRiseTS 2022-06-07 17:04:12.999000 -2058.7417358380044
IOC_MTCA:m0s002-BI02-TimeRiseTS 2022-06-07 17:04:24.999000 -2120.3351355172927
IOC_MTCA:m0s002-BI02-TimeRiseTS 2022-06-07 17:04:27.999000 -2182.928535196581
IOC_MTCA:m0s002-BI02-TimeRiseTS 2022-06-07 17:04:28.999000 -2005.5219348758983
IOC_MTCA:m0s002-BI02-TimeRiseTS 2022-06-07 17:04:34.999000 -2068.1153345552157
IOC_MTCA:m0s002-BI02-TimeRiseTS 2022-06-07 17:04:35.999000 -1890.708734234504
IOC_MTCA:m0s002-BI02-TimeRiseTS 2022-06-07 17:04:36.999000 -1953.3021339137922
IOC_MTCA:m0s002-BI02-TimeRiseTS 2022-06-07 17:04:38.999000 -1775.8955335931096
IOC_MTCA:m0s002-BI02-TimeRiseTS 2022-06-07 17:04:39.999000 -1838.488933272427
IOC_MTCA:m0s002-BI02-TimeRiseTS 2022-06-07 17:04:43.999000 -1900.0823329517152
IOC_MTCA:m0s002-BI02-TimeRiseTS 2022-06-07 17:04:51.999000 -1961.6757326310035
IOC_MTCA:m0s002-BI02-TimeRiseTS 2022-06-07 17:04:52.999000 -1785.2691323102918
IOC_MTCA:m0s002-BI02-TimeRiseTS 2022-06-07 17:04:53.999000 -1846.8625319896091
IOC_MTCA:m0s002-BI02-TimeRiseTS 2022-06-07 17:05:01.999000 -2027.4559316689265
IOC_MTCA:m0s002-BI02-TimeRiseTS 2022-06-07 17:05:10.999000 -2090.0493313482148
IOC_MTCA:m0s002-BI02-TimeRiseTS 2022-06-07 17:05:16.999000 -2151.642731027503
IOC_MTCA:m0s002-BI02-TimeRiseTS 2022-06-07 17:05:25.999000 -2213.2361307068204
IOC_MTCA:m0s002-BI02-TimeRiseTS 2022-06-07 17:05:27.999000 -2274.829530386138
IOC_MTCA:m0s002-BI02-TimeRiseTS 2022-06-07 17:05:28.999000 -2098.422930065426
IOC_MTCA:m0s002-BI02-TimeRiseTS 2022-06-07 17:05:34.999000 -2160.0163297447143
IOC_MTCA:m0s002-BI02-TimeRiseTS 2022-06-07 17:05:42.999000 -2222.6097294240317
IOC_MTCA:m0s002-BI02-TimeRiseTS 2022-06-07 17:05:49.999000 -2284.203129103349
IOC_MTCA:m0s002-BI02-TimeRiseTS 2022-06-07 17:05:57.999000 -2345.7965287826373
IOC_MTCA:m0s002-BI02-TimeRiseTS 2022-06-07 17:06:03.999000 -2407.3899284619256
IOC_MTCA:m0s002-BI02-TimeRiseTS 2022-06-07 17:06:09.999000 -2468.983328141243
IOC_MTCA:m0s002-BI02-TimeRiseTS 2022-06-07 17:06:19.999000 -2531.5767278205603
IOC_MTCA:m0s002-BI02-TimeRiseTS 2022-06-07 17:06:24.999000 -2593.1701274998486
IOC_MTCA:m0s002-BI02-TimeRiseTS 2022-06-07 17:06:27.999000 -2654.763527179137
IOC_MTCA:m0s002-BI02-TimeRiseTS 2022-06-07 17:06:28.999000 -2478.3569268584542
IOC_MTCA:m0s002-BI02-TimeRiseTS 2022-06-07 17:06:29.999000 -2539.9503265377716
IOC_MTCA:m0s002-BI02-TimeRiseTS 2022-06-07 17:06:30.999000 -2363.54372621706
IOC_MTCA:m0s002-BI02-TimeRiseTS 2022-06-07 17:06:31.999000 -2425.137125896348
IOC_MTCA:m0s002-BI02-TimeRiseTS 2022-06-07 17:06:37.999000 -2486.7305255756655
IOC_MTCA:m0s002-BI02-TimeRiseTS 2022-06-07 17:06:38.999000 -2310.323925254983
IOC_MTCA:m0s002-BI02-TimeRiseTS 2022-06-07 17:06:40.999000 -2371.917324934271
IOC_MTCA:m0s002-BI02-TimeRiseTS 2022-06-07 17:06:44.999000 -2553.5107246135594
IOC_MTCA:m0s002-BI02-TimeRiseTS 2022-06-07 17:06:51.999000 -2615.104124292877
IOC_MTCA:m0s002-BI02-TimeRiseTS 2022-06-07 17:06:57.999000 -2676.697523972194
IOC_MTCA:m0s002-BI02-TimeRiseTS 2022-06-07 17:07:02.999000 -2738.2909236514824
IOC_MTCA:m0s002-BI02-TimeRiseTS 2022-06-07 17:07:03.999000 -2561.8843233307707
IOC_MTCA:m0s002-BI02-TimeRiseTS 2022-06-07 17:07:04.999000 -2623.477723010088
IOC_MTCA:m0s002-BI02-TimeRiseTS 2022-06-07 17:07:11.999000 -2685.0711226893764
IOC_MTCA:m0s002-BI02-TimeRiseTS 2022-06-07 17:07:12.999000 -2508.6645223686937
IOC_MTCA:m0s002-BI02-TimeRiseTS 2022-06-07 17:07:13.999000 -2570.257922047982
IOC_MTCA:m0s002-BI02-TimeRiseTS 2022-06-07 17:07:15.999000 -2632.8513217272703
IOC_MTCA:m0s002-BI02-TimeRiseTS 2022-06-07 17:07:22.999000 -2694.4447214065876
IOC_MTCA:m0s002-BI02-TimeRiseTS 2022-06-07 17:07:27.999000 -2756.038121085905
IOC_MTCA:m0s002-BI02-TimeRiseTS 2022-06-07 17:07:28.999000 -2579.6315207651933
IOC_MTCA:m0s002-BI02-TimeRiseTS 2022-06-07 17:07:29.999000 -2641.2249204444815
IOC_MTCA:m0s002-BI02-TimeRiseTS 2022-06-07 17:07:35.999000 -2702.818320123799
IOC_MTCA:m0s002-BI02-TimeRiseTS 2022-06-07 17:07:42.999000 -2765.4117198031163
IOC_MTCA:m0s002-BI02-TimeRiseTS 2022-06-07 17:07:48.999000 -2827.0051194824046
IOC_MTCA:m0s002-BI02-TimeRiseTS 2022-06-07 17:07:54.999000 -2888.598519161693
IOC_MTCA:m0s002-BI02-TimeRiseTS 2022-06-07 17:08:01.999000 -2950.19191884101
IOC_MTCA:m0s002-BI02-TimeRiseTS 2022-06-07 17:08:08.999000 -3131.7853185203276
IOC_MTCA:m0s002-BI02-TimeRiseTS 2022-06-07 17:08:14.999000 -3193.378718199616
IOC_MTCA:m0s002-BI02-TimeRiseTS 2022-06-07 17:08:20.999000 -3254.972117878904
IOC_MTCA:m0s002-BI02-TimeRiseTS 2022-06-07 17:08:26.999000 -3316.5655175582215
IOC_MTCA:m0s002-BI02-TimeRiseTS 2022-06-07 17:08:27.999000 -3378.158917237539
IOC_MTCA:m0s002-BI02-TimeRiseTS 2022-06-07 17:08:28.999000 -3201.752316916827
IOC_MTCA:m0s002-BI02-TimeRiseTS 2022-06-07 17:08:36.999000 -3263.3457165961154
IOC_MTCA:m0s002-BI02-TimeRiseTS 2022-06-07 17:08:40.999000 -3325.9391162754328
IOC_MTCA:m0s002-BI02-TimeRiseTS 2022-06-07 17:08:49.999000 -3387.53251595475
IOC_MTCA:m0s002-BI02-TimeRiseTS 2022-06-07 17:08:56.999000 -3449.1259156340384
IOC_MTCA:m0s002-BI02-TimeRiseTS 2022-06-07 17:09:04.999000 -3510.7193153133267
IOC_MTCA:m0s002-BI02-TimeRiseTS 2022-06-07 17:09:11.999000 -3572.312714992644
IOC_MTCA:m0s002-BI02-TimeRiseTS 2022-06-07 17:09:16.999000 -3634.9061146719614
IOC_MTCA:m0s002-BI02-TimeRiseTS 2022-06-07 17:09:18.999000 -3457.4995143512497
IOC_MTCA:m0s002-BI02-TimeRiseTS 2022-06-07 17:09:19.999000 -3520.092914030538
IOC_MTCA:m0s002-BI02-TimeRiseTS 2022-06-07 17:09:24.999000 -3581.6863137098553
IOC_MTCA:m0s002-BI02-TimeRiseTS 2022-06-07 17:09:25.999000 -3405.2797133891727
IOC_MTCA:m0s002-BI02-TimeRiseTS 2022-06-07 17:09:26.999000 -3466.873113068461
IOC_MTCA:m0s002-BI02-TimeRiseTS 2022-06-07 17:09:33.999000 -3528.466512747749
IOC_MTCA:m0s002-BI02-TimeRiseTS 2022-06-07 17:09:34.999000 -3352.0599124270666
IOC_MTCA:m0s002-BI02-TimeRiseTS 2022-06-07 17:09:35.999000 -3413.653312106355
IOC_MTCA:m0s002-BI02-TimeRiseTS 2022-06-07 17:09:39.999000 -3475.2467117856722
IOC_MTCA:m0s002-BI02-TimeRiseTS 2022-06-07 17:09:41.999000 -3298.8401114649605
IOC_MTCA:m0s002-BI02-TimeRiseTS 2022-06-07 17:09:42.999000 -3360.4335111442488
IOC_MTCA:m0s002-BI02-TimeRiseTS 2022-06-07 17:09:44.999000 -3184.026910823566
